Key,Value
0,0.4375
1,0.45625
2,0.46249999999999997
3,0.46562499999999996
4,0.46499999999999997
5,0.46875
6,0.4714285714285714
7,0.471875
8,0.47638888888888886
9,0.4725
10,0.4715909090909091
11,0.46979166666666666
12,0.4740384615384616
13,0.4767857142857143
14,0.47500000000000003
15,0.4781250000000001
16,0.48088235294117654
17,0.4819444444444445
18,0.48026315789473684
19,0.48250000000000004
20,0.4809523809523809
21,0.4795454545454545
22,0.47771739130434776
23,0.47864583333333327
24,0.4765
25,0.4745192307692308
26,0.4759259259259259
27,0.4794642857142857
28,0.48103448275862065
29,0.4799999999999999
30,0.4818548387096774
31,0.48554687499999993
32,0.48825757575757567
33,0.488235294117647
34,0.4874999999999999
35,0.486111111111111
36,0.4847972972972972
37,0.48519736842105254
38,0.4862179487179486
39,0.4849999999999999
40,0.4841463414634145
41,0.48541666666666655
42,0.4869186046511627
43,0.4874999999999999
44,0.48722222222222217
45,0.4864130434782608
46,0.48829787234042543
47,0.4872395833333332
48,0.48954081632653057
49,0.49099999999999994
50,0.4916666666666666
51,0.49086538461538454
52,0.49127358490566025
53,0.49097222222222214
54,0.49159090909090897
55,0.49107142857142844
56,0.49166666666666653
57,0.4922413793103447
58,0.49300847457627106
59,0.4920833333333332
60,0.49159836065573753
61,0.4929435483870966
62,0.49444444444444424
63,0.4953124999999998
64,0.4953846153846152
65,0.49488636363636346
66,0.4940298507462685
67,0.4933823529411763
68,0.4929347826086955
69,0.4924999999999998
70,0.49260563380281674
71,0.4934027777777776
72,0.49263698630136965
73,0.49290540540540523
74,0.4929999999999998
75,0.49358552631578934
76,0.493181818181818
77,0.49439102564102544
78,0.4939873417721517
79,0.4935937499999998
80,0.4925925925925924
81,0.4928353658536584
82,0.4930722891566264
83,0.4925595238095237
84,0.49294117647058816
85,0.4922965116279069
86,0.4920977011494252
87,0.4927556818181817
88,0.493258426966292
89,0.4924999999999999
90,0.4917582417582416
91,0.4922554347826086
92,0.4928763440860213
93,0.4934840425531913
94,0.49421052631578927
95,0.49466145833333314
96,0.4943298969072163
97,0.4945153061224488
98,0.4950757575757574
99,0.49462499999999987
100,0.4944306930693068
101,0.4946078431372548
102,0.4947815533980582
103,0.49495192307692304
104,0.49464285714285705
105,0.4943396226415094
106,0.49392523364485974
107,0.49351851851851847
108,0.49380733944954125
109,0.4936363636363636
110,0.49324324324324326
111,0.4928571428571429
112,0.49303097345132746
113,0.4926535087719299
114,0.4927173913043479
115,0.49342672413793115
116,0.4935897435897437
117,0.4939618644067798
118,0.49369747899159677
119,0.4932291666666668
120,0.4936983471074381
121,0.49344262295081975
122,0.4931910569105692
123,0.4935483870967743
124,0.4937000000000001
125,0.49335317460317474
126,0.4930118110236222
127,0.4924804687500001
128,0.4929263565891474
129,0.4924038461538463
130,0.4928435114503818
131,0.49251893939393954
132,0.492951127819549
133,0.4930970149253733
134,0.493425925925926
135,0.4936580882352942
136,0.4934306569343067
137,0.4931159420289857
138,0.4929856115107915
139,0.49285714285714294
140,0.49255319148936183
141,0.4927816901408452
142,0.49274475524475536
143,0.4925347222222224
144,0.49267241379310367
145,0.49289383561643857
146,0.493027210884354
147,0.493158783783784
148,0.4936241610738258
