Key,Value
0,0.3375
1,0.30625
2,0.3
3,0.30625
4,0.31
5,0.30624999999999997
6,0.2982142857142857
7,0.3
8,0.2986111111111111
9,0.30375
10,0.30568181818181817
11,0.309375
12,0.3125
13,0.31339285714285714
14,0.31333333333333335
15,0.31484375000000003
16,0.311764705882353
17,0.3138888888888889
18,0.3105263157894737
19,0.311875
20,0.3113095238095238
21,0.3113636363636364
22,0.31032608695652175
23,0.31093750000000003
24,0.31200000000000006
25,0.3158653846153846
26,0.31759259259259265
27,0.31696428571428575
28,0.3185344827586208
29,0.3200000000000001
30,0.3217741935483872
31,0.3230468750000001
32,0.32386363636363646
33,0.3231617647058825
34,0.3217857142857144
35,0.32361111111111124
36,0.3212837837837839
37,0.31973684210526326
38,0.3201923076923078
39,0.3209375000000001
40,0.3207317073170733
41,0.3214285714285715
42,0.3215116279069768
43,0.3213068181818182
44,0.32138888888888895
45,0.3206521739130435
46,0.32260638297872346
47,0.32083333333333336
48,0.3204081632653062
49,0.32175000000000004
50,0.3213235294117648
51,0.3218750000000001
52,0.3205188679245284
53,0.32037037037037047
54,0.32136363636363646
55,0.3212053571428572
56,0.3214912280701755
57,0.3219827586206897
58,0.32139830508474587
59,0.32041666666666674
60,0.3206967213114755
61,0.32116935483870973
62,0.3230158730158731
63,0.3234375000000001
64,0.32365384615384624
65,0.3236742424242425
66,0.3240671641791046
67,0.324264705882353
68,0.3240942028985508
69,0.3244642857142858
70,0.3244718309859156
71,0.3243055555555556
72,0.3238013698630138
73,0.32381756756756763
74,0.32416666666666677
75,0.32401315789473695
76,0.32451298701298714
77,0.3250000000000001
78,0.32531645569620266
79,0.32562500000000016
80,0.3256172839506174
81,0.3259146341463416
82,0.3262048192771086
83,0.3258928571428573
84,0.326029411764706
85,0.3255813953488374
86,0.3247126436781611
87,0.3237215909090911
88,0.3237359550561799
89,0.3230555555555557
90,0.3230769230769232
91,0.32336956521739146
92,0.32379032258064533
93,0.32446808510638314
94,0.3247368421052633
95,0.3250000000000002
96,0.32525773195876306
97,0.32525510204081653
98,0.3252525252525254
99,0.3250000000000001
100,0.3247524752475249
101,0.3240196078431374
102,0.3241504854368933
103,0.32415865384615394
104,0.3236904761904763
105,0.32323113207547177
106,0.32301401869158886
107,0.32326388888888896
108,0.3233944954128441
109,0.32318181818181824
110,0.3233108108108108
111,0.32310267857142855
112,0.3232300884955752
113,0.3232456140350877
114,0.3231521739130435
115,0.3232758620689655
116,0.3227564102564103
117,0.3225635593220339
118,0.32268907563025206
119,0.3228125
120,0.3228305785123967
121,0.32284836065573774
122,0.32276422764227647
123,0.3230846774193548
124,0.3231
125,0.3231150793650794
126,0.3234251968503937
127,0.323046875
128,0.323062015503876
129,0.32346153846153847
130,0.3231870229007634
131,0.3231060606060607
132,0.3229323308270677
133,0.3230410447761194
134,0.3230555555555556
135,0.3230698529411765
136,0.32262773722627747
137,0.3224637681159421
138,0.3226618705035972
139,0.3227678571428572
140,0.322872340425532
141,0.3230633802816902
142,0.3228146853146854
143,0.32265625000000003
144,0.32301724137931037
145,0.3232020547945206
146,0.3232993197278912
147,0.3233952702702703
148,0.32332214765100675
149,0.32333333333333336
150,0.3235927152317881
151,0.32360197368421056
152,0.32352941176470595
153,0.3236201298701299
154,0.32306451612903225
155,0.3231570512820513
156,0.3231687898089172
157,0.3228639240506329
158,0.32327044025157237
159,0.32304687500000007
160,0.3225931677018634
161,0.3227623456790124
162,0.32269938650306756
163,0.32271341463414643
164,0.32265151515151524
165,0.32304216867469887
166,0.32312874251497015
167,0.3234375000000001
168,0.32315088757396454
169,0.3233088235294118
170,0.3228801169590644
171,0.3226017441860466
172,0.3223265895953758
173,0.32248563218390813
174,0.3222142857142858
175,0.3223011363636364
176,0.32189265536723166
177,0.32176966292134834
178,0.32164804469273744
179,0.32145833333333335
180,0.3216850828729282
181,0.32184065934065936
182,0.3221994535519126
183,0.3221467391304348
184,0.32229729729729734
185,0.32244623655913984
186,0.3223262032085562
187,0.32220744680851066
188,0.3222883597883598
189,0.32263157894736844
190,0.3229712041884817
191,0.32317708333333334
192,0.3235751295336788
193,0.3237757731958763
194,0.32384615384615384
195,0.3238520408163265
196,0.32354060913705585
197,0.3235479797979798
198,0.3237437185929648
199,0.32375
200,0.323818407960199
201,0.32363861386138615
202,0.3237684729064039
203,0.3239583333333333
204,0.3239024390243902
205,0.32396844660194174
206,0.32391304347826083
207,0.32409855769230766
208,0.3241626794258373
209,0.32410714285714287
210,0.32399289099526063
211,0.323938679245283
212,0.3238262910798122
213,0.3238317757009346
214,0.3237209302325581
215,0.3240162037037037
216,0.3240783410138249
217,0.32413990825688077
218,0.3241438356164384
219,0.32414772727272734
220,0.3239819004524887
221,0.3238738738738739
222,0.32410313901345295
223,0.32399553571428574
224,0.3240555555555556
225,0.324391592920354
226,0.3241740088105728
227,0.324451754385965
