Key,Value
0,0.025000000000000022
1,0.025000000000000022
2,0.025000000000000022
3,0.025000000000000022
4,0.025000000000000022
5,0.025000000000000022
6,0.025000000000000022
7,0.025000000000000022
8,0.025000000000000022
9,0.025000000000000022
10,0.025000000000000022
11,0.025000000000000022
12,0.025000000000000022
13,0.025000000000000022
14,0.025000000000000022
15,0.025000000000000022
16,0.025000000000000022
17,0.025000000000000022
18,0.025000000000000022
19,0.025000000000000022
20,0.025000000000000022
21,0.025000000000000022
22,0.025000000000000022
23,0.025000000000000022
24,0.025000000000000022
25,0.025000000000000022
26,0.025000000000000022
27,0.025000000000000022
28,0.025000000000000022
29,0.025000000000000022
30,0.025000000000000022
31,0.025000000000000022
32,0.025000000000000022
33,0.025000000000000022
34,0.025000000000000022
35,0.025000000000000022
36,0.025000000000000022
37,0.025000000000000022
38,0.025000000000000022
39,0.025000000000000022
40,0.02500000000000002
41,0.025000000000000015
42,0.025000000000000015
43,0.025000000000000012
44,0.02500000000000001
45,0.02500000000000001
46,0.025000000000000005
47,0.025000000000000005
48,0.025
49,0.025
50,0.024999999999999998
51,0.024999999999999998
52,0.024999999999999994
53,0.024999999999999994
54,0.02499999999999999
55,0.02499999999999999
56,0.024999999999999988
57,0.024999999999999988
58,0.024999999999999988
59,0.024999999999999984
60,0.024999999999999984
61,0.024999999999999984
62,0.02499999999999998
63,0.02499999999999998
64,0.02499999999999998
65,0.024999999999999977
66,0.024999999999999977
67,0.024999999999999977
68,0.024999999999999977
69,0.024999999999999974
70,0.024999999999999974
71,0.024999999999999974
72,0.024999999999999974
73,0.02499999999999997
74,0.02499999999999997
75,0.02499999999999997
76,0.02499999999999997
77,0.024999999999999967
78,0.024999999999999967
79,0.024999999999999967
80,0.024999999999999967
81,0.024999999999999967
82,0.024999999999999963
83,0.024999999999999963
84,0.024999999999999963
85,0.024999999999999963
86,0.024999999999999963
87,0.024999999999999963
88,0.02499999999999996
89,0.02499999999999996
90,0.02499999999999996
91,0.02499999999999996
92,0.02499999999999996
93,0.02499999999999996
94,0.024999999999999956
95,0.024999999999999956
96,0.024999999999999956
97,0.024999999999999956
98,0.024999999999999956
99,0.024999999999999956
100,0.024999999999999956
101,0.024999999999999956
102,0.024999999999999953
103,0.024999999999999953
104,0.024999999999999953
105,0.024999999999999953
106,0.024999999999999953
107,0.024999999999999953
108,0.024999999999999953
109,0.024999999999999953
110,0.024999999999999953
111,0.02499999999999995
112,0.02499999999999995
113,0.02499999999999995
114,0.02499999999999995
115,0.02499999999999995
116,0.02499999999999995
117,0.02499999999999995
118,0.02499999999999995
119,0.02499999999999995
120,0.02499999999999995
121,0.024999999999999946
122,0.024999999999999946
123,0.024999999999999946
124,0.024999999999999946
125,0.024999999999999946
126,0.024999999999999946
127,0.024999999999999946
128,0.024999999999999946
129,0.024999999999999946
130,0.024999999999999946
131,0.024999999999999946
132,0.024999999999999946
133,0.024999999999999946
134,0.024999999999999942
135,0.024999999999999942
136,0.024999999999999942
137,0.024999999999999942
138,0.024999999999999942
139,0.024999999999999942
140,0.024999999999999942
141,0.024999999999999942
142,0.024999999999999942
143,0.024999999999999942
144,0.024999999999999942
145,0.024999999999999942
146,0.024999999999999942
147,0.024999999999999942
148,0.024999999999999942
149,0.024999999999999942
150,0.02499999999999994
151,0.02499999999999994
152,0.02499999999999994
153,0.02499999999999994
154,0.02499999999999994
155,0.02499999999999994
156,0.02499999999999994
157,0.02499999999999994
158,0.02499999999999994
159,0.02499999999999994
160,0.024999999999999942
161,0.024999999999999942
162,0.024999999999999946
163,0.02499999999999995
164,0.024999999999999953
165,0.024999999999999953
166,0.024999999999999956
167,0.02499999999999996
168,0.02499999999999996
169,0.024999999999999963
170,0.024999999999999967
171,0.024999999999999967
172,0.02499999999999997
173,0.024999999999999974
174,0.024999999999999974
175,0.024999999999999977
176,0.02499999999999998
177,0.02499999999999998
178,0.024999999999999984
179,0.024999999999999984
180,0.024999999999999988
181,0.02499999999999999
182,0.02499999999999999
183,0.024999999999999994
184,0.024999999999999994
185,0.024999999999999998
186,0.024999999999999998
187,0.025
188,0.025
189,0.025000000000000005
190,0.025000000000000005
191,0.02500000000000001
192,0.025000000000000012
193,0.025000000000000012
194,0.025000000000000015
195,0.025000000000000015
196,0.02500000000000002
197,0.02500000000000002
198,0.025000000000000022
199,0.025000000000000022
200,0.025000000000000022
201,0.025000000000000026
202,0.025000000000000026
203,0.02500000000000003
