Key,Value
0,0.37872340425531914
1,0.3904255319148936
2,0.39007092198581556
3,0.38989361702127656
4,0.3885106382978723
5,0.3882978723404255
6,0.3875379939209726
7,0.38829787234042545
8,0.3869976359338061
9,0.38829787234042545
10,0.3870406189555125
11,0.38705673758865244
12,0.38723404255319144
13,0.38738601823708196
14,0.38751773049645377
15,0.3874999999999999
16,0.3872340425531914
17,0.3874704491725767
18,0.38824188129899206
19,0.38829787234042545
20,0.3887537993920972
21,0.3882978723404255
22,0.3874190564292322
23,0.3875
24,0.38791489361702136
25,0.3878068739770868
26,0.387785657998424
27,0.3875379939209727
28,0.38730741012472497
29,0.3873049645390072
30,0.38771448181194246
31,0.38783244680851076
32,0.387878787878788
33,0.38792240300375486
34,0.3879635258358664
35,0.38800236406619404
36,0.38780908568142625
37,0.38807390817469223
38,0.3880523731587563
39,0.3880319148936172
40,0.3879086663207059
41,0.3881458966565351
42,0.38797624938149444
43,0.38786266924564816
44,0.38775413711583945
45,0.3876503237742833
46,0.387460389316433
47,0.3875000000000002
48,0.3875814155449416
49,0.3876170212765959
50,0.38748435544430554
51,0.3874386252045828
52,0.3873544761140106
53,0.38739164696611517
54,0.3874661508704063
55,0.3870820668693011
56,0.3870100783874582
57,0.3873074101247251
58,0.3874143526866212
59,0.3876241134751775
60,0.3877572375305199
61,0.387645847632121
62,0.38760553866936864
63,0.3876329787234044
64,0.387757774140753
65,0.3876531270148293
66,0.3879009209272787
67,0.3881414267834795
68,0.38818994757940195
69,0.38817629179331326
70,0.38828288882229567
71,0.3882092198581562
72,0.38810842320023337
73,0.3881541115583671
74,0.3880283687943264
75,0.3880179171332589
76,0.38803536888643286
77,0.38797054009819987
78,0.387907352545112
79,0.3878457446808513
80,0.38786446020488596
81,0.3878827192527246
82,0.38790053832350696
83,0.38799392097264457
84,0.3879098873591992
85,0.3880009896091046
86,0.3880166299828811
87,0.3879593810444877
88,0.3879273248864454
89,0.3880378250591019
90,0.38807575403320105
91,0.38811285846438504
92,0.3882406771905745
93,0.3882752376641016
94,0.3882418812989924
95,0.3882092198581563
